example_id	statement	date	french	possibility	labeler_name	notes
22161	Only 2% of K-12 students would benefit from Iowa’s school voucher bill.	March 21, 2022	Seulement 2% des étudiants du K-12 bénéficieraient de la loi de l'école de l'Iowa.	I	Camille	
22162	Photo of injured Ukrainian woman was from 2018 Russia gas explosion.	February 27, 2022	Une photo d'une femme ukrainienne blessée était de l'explosion de gaz en Russie en 2018.	I	Camille	
22163	“Colorado Governor Jared Polis has just signed into law a bill legalizing abortions through all nine months, up until the moment of birth.”	April 5, 2022	"Le gouverneur du Colorado, Jared Polis, vient tout juste de signer dans la loi une loi légalisant les avortements pendant l'ensemble des neuf mois, jusqu'au moment de la naissance."	I	Camille	
22164	“Want a healthy, happy baby? Skip the Well Baby visits. They… make your baby sick.”	March 30, 2022	"Vous voulez un bébé en santé, et heureux? Sauter les visites du "Well baby". Elles... rendent votre enfant malade."	I	Camille	
22165	“Joe Biden’s open border” means that there are “more Democrat voters pouring into this country."	April 5, 2022	"L'ouverture des frontières de Joe Biden" siginifie qu'il y a "plus d'électeurs démocrates qui viendront dans ce pays".	I	Camille	
22166	Twitter employee named Jackson Mulholland resigned in a tweet after Elon Musk joined the company’s board.	April 4, 2022	En employé de Twitter nommé Jackson Mulholland a démissionné dans un tweet après qu'Elon Musk a rejoint le conseil d'administration de la compagnie.	P	Camille	
22167	"Volodymyr Zelenskyy is a cousin of George Soros, Pentagon official says."	April 6, 2022	"Volodymyr Zelensky est le cousin de George Soros, comme le dit un agent officiel du Pentagone."	I	Camille	
22168	“A secret backroom deal" gave "away hundreds of millions of tax dollars to a Soros-owned company."	March 29, 2022	"Un accord secet dans les coulisses" a donné "des centaines de millions d'argent provenant des contribuables à une compagnie détenue par Soros."	I	Camille	
22169	Schools are putting litter boxes in bathrooms to accommodate kids who identify as furries.	April 4, 2022	Des écoles mettent des boites de litière dans les salles de bain pour accommoder les enfants qui s'identifient comme des animaux.	I	Camille	
22170	“German perverts open bestiality brothels.”	April 6, 2022	"Des pervers allemands ouvrent des bordels bestiaux."	I	Camille	
22171	John D. Rockefeller coined the term “fossil fuel” to trick people into thinking that his product was scarce and drive up the price when fossil fuels are actually “the second most abundant liquid on the planet.”	April 1, 2022	John D. Rockefeller a inventé le terme 'énergie fossile" pour tromper les gens en leur faisant croire que le produit était rare et pour faire grimper le prix lorsque les énergies fossiles étaient en fait "le deuxième liquide le plus abondant sur la planète."	I	Camille	
22172	Photo shows someone in a swastika shirt giving a Nazi salute at a recent Donald Trump rally.	April 3, 2022	Une photo montre quelqu'un dans un chandail swastika faisant le salut du nazisme à un regroupement récent de Donald Trump.	I	Camille	
22173	"The price of insulin has been jacked up by Big Drug Corporations.”	March 16, 2022	"Le prix de l'insuline a été augmenté par les grosses corporations de médicaments."	I	Camille	
22174	2004 video shows Anthony Fauci is ignoring science on natural immunity with regard to COVID-19.	April 1, 2022	Une vidéo de 2004 montre qu'Antony Faucy ignorait la science sur l'immunité naturelle en ce qui concerne la COVID-19.	P	Camille	
22175	“With the money Elon Musk spent to buy Twitter shares, he could have given every American family $100,000 and still had enough left over to cancel all student debt.”	April 5, 2022	"Avec l'argent qu'Elon Musk a dépensé pour acheter les parts de Twitter, il aurait pu donner 100,000$ à chaque famille américaine et il aurait eu encore assez d'argent pour annuler toutes les dettes étudiantes."	P	Camille	
22176	Disney CEO Bob Chapek was arrested for human trafficking.	March 19, 2022	Le PDG de Disney, Bob Chapek, a été arrêter pour la traite d'êtres humains.	P	Camille	
22177	New York City is “wasting taxpayer money on” billboards in Florida.	April 5, 2022	La ville de New York "gaspille l'argent des contibuables sur" sur des panneaux d'affichage en Floride.	I	Camille	
22178	As with people vaccinated against COVID-19, “many people who were NOT vaccinated also experienced zero or mild symptoms.”	April 8, 2022	Comme avec les individus vaccinés contre la COVID-19, "de nombreuses personnes non-vaccinées ont également eu aucun symptômes ou quelques bénins." 	I	Camille	
22179	“Mike Lee advised Trump's legal challenges to overturn our election” and “was one of only two senators who was in on the scheme.”	April 1, 2022	"Mike Lee a conseillé les défis légaux de Trump de renverser notre élection" et "il était l'un des deux seuls sénateurs à être dans le plan."	I	Camille	
22180	“The proposed (Virginia) House budget cuts hundreds of millions in funding for public education…”	April 4, 2022	Le budget proposé par la chambre des représentants de la Viriginie coupe des centaines de millions de $ destinés à l'éducation publique.	I	Camille	
22181	"Special Forces arrest Deep State Dr. Anthony Fauci."	April 11, 2022	"Les Forces Spéciales arrêtent le Dr. Anthony Fauci."	P	Camille	
22182	The COVID-19 vaccines contain “HIV lipid wrappers.”	April 10, 2022	Les vaccins de COVID-19 contiennent des "lipides de VIH".	P	Camille	
22183	People protesting the Dakota Access pipeline “were intentionally poisoned” by government officials in North Dakota when a pilot “knowingly sprayed poisonous chemicals” over protesters’ camps.	March 17, 2020	Les personnes manifestant le pipeline Access du Dakota "étaient intentionnellement empoisonnées" par les agents officiels du gouvernement au Dakota du Nord lorsqu'un pilote a "pulvérisé consciemment des produits chimiques toxiques" sur les camps des manifestants."	P	Camille	
22184	Ukraine is the “money laundering and child sex trafficking capital of the world!”	April 7, 2022	L'Ukraine est la "capitale du blanchiment d'argent et du trafic d'enfants" du monde.	I	Camille	
22185	Poland palace that Biden visited is fake.	April 6, 2022	Le palace de la Pologne que Biden a visité est faux.	P	Camille	
22186	“You couldn’t buy a cannon when, in fact, the Second Amendment passed."	April 11, 2022	"Vous ne pourrez pas acheter un canon lorsque, en fait, le Second Amendement a passé."	I	Camille	
22187	The chairman of Virginia’s Republican Party made a “shockingly racist post” about Defense Secretary Lloyd Austin.	April 8, 2022	Le président du Parti républicain de la Virginie a fait "une publication raciste choquante" à propos du secrétaire de la défense Lloyd Austin.	I	Camille	
22188	Christine Blasey Ford and Brett Kavanaugh were actors wearing masks during Kavanaugh’s U.S. Supreme Court confirmation hearing.	April 1, 2022	Christine Blasey Ford et Brett Kavanaugh étaient des acteurs portant le masque pendant l'audience de Kavanaugh devant la Cour suprême.	P	Camille	
22189	“As your Lieutenant Governor…I cut your taxes.”	March 28, 2022	"En tant que votre lieutenant-gouverneur... je coupe vos impôts."	I	Camille	
22190	Disney+ has had over 350,000 cancellations in the last five days.	April 8, 2022	Gilbert Gottfried est mort à cause du vaccin contre la COVID-19.	P	Camille	
22191	Gilbert Gottfried died from the COVID-19 vaccine.	April 12, 2022	Disney+ a eu plus de 350,000 annulations dans les cinq derniers jours.	I	Camille	
22192	Sen. Marsha Blackburn made a white power symbol at Ketanji Brown Jackson.	April 7, 2022	La sénatrice Marsha Blackburn a fait un symbole blanc à Ketanji Brown Jackson.	I	Camille	
22193	Suggests ivermectin is an effective treatment for COVID-19	April 6, 2022	Il suggère que l'ivermectine est un traitement effectif contre la COVID-19.	I	Camille	
22194	Video of a Q&A response from Amazon’s Alexa confirms that chemtrails are being used “to reduce the human population.”	April 6, 2022	Une vidéo d'un Q&A montre Alexa d'Amazon qui confirme lors d'une réponse que les chemtrails sont utilisées "pour réduire la population humaine".	P	Camille	
22195	“A bird pooped on Joe Biden during his speech” in Iowa.	April 12, 2022	"Un oiseau a fait caca sur Joe Biden pendant son discours" en Iowa.	I	Camille	
22196	“Cities in notoriously ‘tough on crime’ states like Texas and Florida saw a more significant increase in violent crime than cities in NYS.”	March 29, 2022	"Les villes qui sont notoirement dures envers les crimes, comme le Texas et la Floride, ont connu une augmentation de crimes violents importante comparativement à des villes dans l'État de New York."	I	Camille	
22197	"Joe Biden is giving smartphones away to illegal border crossers.”	April 11, 2022	"Joe Biden donne des téléphones intelligents à des gens traversant illégalement la frontière."	P	Camille	
22198	Brian Kemp "dismissed concerns about voter fraud in the 2020 election" and "widespread illegal ballot harvesting continued, electing two Democrat senators."	April 8, 2022	Brian Kempt "a rejeté des péoccupations à propos de la fraude électorale dans l'élection de 2020" et "le dépouillement illégal des bulletins de vote s'est continué, élisant deux sénateurs démocrates."	I	Camille	
22199	The Brooklyn subway attack was a false flag.	April 12, 2022	L'attaque du métro de Brooklyn était une fausse alerte.	I	Camille	
22200	“Just passed into law today: You cannot go 5 miles over speed limit” in North Carolina.	April 11, 2022	"La loi qui vient d'être adoptée aujourd'hui: vous ne pouvez pas aller à 5km/h en haut de la limite de vitesse" en Caroline du Nord.	I	Camille	
22202	McDonald’s added xylitol to its ice cream which is toxic to dogs.	April 13, 2022	McDonald a ajouté du xylitol dans sa crème glacée, un produit toxique pour les chiens.	I	Camille	
22203	Mehmet Oz "called for a New Zealand-style gun ban" and said "Americans should have less access to guns."	April 4, 2022	Mehmet Oz "appelle un bannissement des armes en Nouvelle-Zélande" et il a dit que "les Américains devraient avoir moins d'accès aux fusils".	I	Camille	
22204	"Ron Johnson is trying to let insurance companies deny coverage to people with pre-existing conditions like cancer, depression, pregnancy, diabetes—or even COVID.”	April 1, 2022	"Ron Johnson essaie de laisser les compagnies d'assurance le droit de refuser une couverture aux gens avec des conditions pré-existantes comme le cancer, la dépression, la grossesse, le diabète - ou même la COVID."	I	Camille	
22205	The Biden Administration is engaging in extreme ‘woke’ politics by encouraging children to take chemical castration drugs and undergo surgeries, and they are lying to children by telling them puberty blockers are "reversible."	April 8, 2022	L'administration de Biden s'engage dans des politiques extrêmement "woke" en encourageant les enfants à prendre des médicaments chimiques de castration et et à subir des interventions chirurgicales, et ils mentent aux enfants en leur disant que les bloqueur de puberté sont "réversibles".	P	Camille	
22206	“Leftist justice reform” is the reason that the NYC subway shooting suspect wasn’t in jail at the time of the attack.	April 13, 2022	"La réforme gauchiste de la justice" est la raison pour laquelle le tireur du métro de la ville de New York n'était pas en prison au moment de l'attaque."	I	Camille	
22207	“Disney lost 172,000 reservations recently, valued at around $636 (million) in revenue lost.”	April 12, 2022	"Disney a perdu 172,000 réservations récemment, une perte de revenus d'approximativement 636 millions de $"	I	Camille	
22208	“It’s been proven that sugar triggers and causes cancer. … So the best thing to do to prevent cancer is to avoid sugar.”	April 10, 2022	"Il a été prouvé que le sucre cause des cancers.... Donc la meilleure chose à faire pour prévenir le cancer est d'éviter le sucre."	I	Camille	
22209	George Soros injected “$33 million” into Black Lives Matter.	April 9, 2022	George Soros a injecté "33 millions de $" dans Black Lives Matter.	P	Camille	
22210	Ukraine was responsible for the Kramatorsk train station bombing.	April 13, 2022	L'Ukraine est responsable pour l'explosion de la station de train Kramatorks.	P	Camille	
22211	Says Adolf Hitler said, “The day mankind finds out what I was trying to defend this nation, Germany, from, then that’s the day World War III starts.”	April 12, 2022	Il dit qu'Adolf Hitler a dit: "La journée où l'humanité trouvera ce que je tentais de défendre cette nation, l'Allemagne, de, alors ce sera la journée où la Troisième guerre mondiale débutera."	I	Camille	
22212	MSNBC’s Mika Brzezinski said, “Elon Musk is trying to control how people think. That’s our job.”	April 16, 2022	Mika Brzezinski de MSNBC a dit: " Elon Musk tente de contrôler comment les gens pensent. C'est notre emploi."	I	Camille	
22213	Fuel containing 15% ethanol will ruin a car engine.	April 12, 2022	L'essence contenant 15% d'ethanol ruine le moteur des voitures.	I	Camille	
22214	March 2022 moon crash was orchestrated by the government and visible from Earth.	April 11, 2022	L'écrasement de la lune en mars 2022 était orchestré par le gouvernement et visible de la Terre.	P	Camille	
22215	Joe Biden’s comments prove that food shortages are being “done deliberately by the governments of the world.”	March 26, 2022	Le commentaire de Joe Biden prouve que les pénuries de nourriture sont "orchestrées délibérément  par le gouvernement partout dans le monde."	P	Camille	
22216	“If your roommate catches HIV, you will be exposed to it and will probably contract it too, given long enough.”	March 27, 2022	"Si votre colocataire attrape le VIH, vous y serez exposé et vous allez propablement le contracter aussi, pendant assez longtemps.	P	Camille	
22217	CNN tweeted about “brave children” in Ukraine signing up to fight Russia.	April 15, 2022	CNN a tweeté à propos d'"enfants braves" en Ukraine qui signent pour combattre la Russie.	I	Camille	
22218	President Joe Biden was confused, “turned around and shook hands with thin air” after a speech.	April 14, 2022	Le président Joe Biden était confu, "s'est tourné et a serré la main avec de l'air" après un discours.	I	Camille	
22219	"No one visiting Disney can get in” because of protest.	April 16, 2022	"Personne visitant Disney ne peut entrer" à cause des manifestations."	I	Camille	
22221	“They’re going to be giving these people who come across the border, giving them smartphones.”	April 8, 2022	"Ils vont donner à ces personnes qui traversent la frontière, donner des téléphones intellegents."	I	Camille	
22223	Dave McCormick is "liberal, pro-Biden, pro-China."	April 12, 2022	Dave McCormick est "libéral, pro-Biden, pro-Chine."	I	Camille	
22224	If Wisconsin Gov. Tony Evers "had passed his (gas) tax increases ... fuel prices would be at least a dime higher.	April 7, 2022	Si le gouverneur du Wisconsin, Tony Evers, "avait adopté son augmentation de taxe sur le gaz... le prix de l'essence aurait été, au minimum, un dollar plus haut.	I	Camille	
22225	COVID-19 is a synthetic version of “snake venom” that evil forces are spreading through remdesivir, the COVID-19 vaccines and drinking water to “make you a hybrid of Satan.”	April 11, 2022	La COVID-19 est une version synthétique de "venin de serpent" que les forces du mal diffusent dans le remdésivir, les vaccins et l'eau potable pour "faire de vous un hybride de Satan."	P	Camille	
22226	The Australian Technical Advisory Group on Immunisation advised that the COVID-19 vaccine may be given to patients under sedation for unrelated procedures without consent as a way to force compliance.	April 18, 2022	Le Groupe Technique Consultatif Australien sur l'Immunité a recommandé que les vaccins contre la COVID-19 devaient être administrés aux patients sous sédation pour des procédures non-liées, et ce, sans leur consentement, ce qui serait un moyen de forcer la conformité.	P	Camille	
22227	Vladimir Putin “released 35,000 children from tunnels and subway in Ukraine.”	April 16, 2022	Vladimir Putin "a relaché 35,000 enfants des tunnels et des métros en Ukraine."	I	Camille	
22229	Footage of the Bidens celebrating Easter at the White House is fake.	April 18, 2022	Des photos de Biden célébrant Pâques à la Maison-Blanches sont fausses.	I	Camille	
22230	After Russia invaded Ukraine, Google Maps “opened all military and strategic facilities in Russia.”	April 18, 2022	Après que la Russie ait envahi l'Ukraine, Google Maps "a publié toutes les installations militaires et stratégiques en Russie".	P	Camille	
22231	“Hunter Biden arrested this morning.”	April 19, 2022	"Hunter Biden a été arrêté ce matin!"	I	Camille	
22232	A photo shows students in Lviv celebrating Adolf Hitler’s birthday.	April 20, 2022	Une photo montre des étudiants à Lviv célébrant la fête d'Adolf Hitler.	I	Camille	
22233	Joe Biden's spending “has sent prices skyrocketing."	April 13, 2022	Les dépenses de Joe Biden "ont monté en flèche les prix".	I	Camille	
22234	“While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.”	April 5, 2022	"Pendant que l'augmentation initiale du prix de l'essence a entrainé une augmentation quasi-instantanée des prix d'essence pour les consommateurs, la diminution subséquente des prix du pétrole brut à la pompe n'a pas réussi à soulager de manière définitive les familles de la Géorgie.	I	Camille	
22235	Vladimir Putin “ended the Rothschild's control over Russia by nationalizing the Russian centralized bank."	March 14, 2018	Vladimir Putin "a arrêté le contrôle de Rothschild sur la Russier en nationalisant les banques centralisées russes."	P	Camille	
22236	A Reddit post shows a parent admitting to forcing their child to continue transitioning by sneaking hormone medication.	April 12, 2022	Une publication Reddit montre un parent admettant de forcer son enfant à continuer sa transition avec des médicaments hormonaux.	I	Camille	
22237	"For four years, I was a full professor at the University of Pennsylvania."	April 14, 2022	"Pendant quatre ans, j'étais un professeur titulaire à l'Université de Pennsylvanie".	I	Camille	
22238	“The price of insulin increases as waistlines increase.”	March 31, 2022	"Le prix de l'insuline augmente pendant que le tour de taille augmente."	I	Camille	
22239	"As Ohio treasurer, Josh Mandel loaned your money to Chinese business interests, and Mandel opposed a bill holding Communist China accountable when they cheated and stole American jobs."	April 7, 2022	"En tant que trésorier de l'Ohio, Josh Mandel a prêté votre argent à des intérêts commerciaux chinois, et Mandel s'est opposé à une loi tenant la Chine communiste comme responsable lorsqu'elle a triché et volé des emplois américains."	I	Camille	
22240	“J.D. Vance called for higher taxes.”	April 12, 2022	"J.D. Vance suggère des impôts plus importants."	I	Camille	
22241	Lilibet, baby daughter of the Duke and Duchess of Sussex, "made her first appearance with the queen.”	April 18, 2022	Lilibet, la fille du Duc et de la duchesse du Sussex "a fait sa première apparence avec la Reine."	I	Camille	
22242	Arnold Schwarzenegger slept on the ground in front of a bronze statue of himself because he had been turned away from a hotel.	April 14, 2022	Arnold Schwarzenegger a dormi sur le sol au devant d'une statue de bronze de lui-même parce qu'il s'est fait refouler par un hôtel.	I	Camille	
22243	"America (is) trying to overthrow the Ukraine government just as the shadow government has infiltrated and overthrown the US government."	April 16, 2022	"L'Amérique tente de renverser le gouvernement ukrainien pendant que le gouvernement de l'ombre a infiltré et renversé le gouvernement américain."	P	Camille	
22244	Says he has “always” believed “in a woman’s right to choose.”	April 12, 2022	Il dit qu'il a "toujours" cru "dans le droit des femmes à choisir".	I	Camille	
22245	Dr. Anthony Fauci said lockdowns are a method for coercing people to comply with COVID-19 vaccinations.	April 19, 2022	Le Dr. Anthoni Fauci a dit que le confinement est une méthode coercive pour que les gens se conforment à la vaccination contre la COVID-19.	P	Camille	
22246	“Inflation has gone up every month of the Biden presidency and just hit another 40-year high.”	April 12, 2022	L"'inflation a augmenté à chaque mois de la présidence de Biden et vient d'atteindre un autre sommet en 40 ans."	I	Camille	
22247	Brian Kemp and Secretary of State Brad Raffensperger “perhaps in collusion with the Radical Left Democrats” are attempting to “unseat” U.S. Rep. Marjorie Taylor Greene.	April 21, 2022	Brian Kempt et le secrétaire d'État Brad Raffensperger "qui est peut-être en collusion avec la gauche radicale démocrate" tente de "déloger" la représentant américaine Marjorie Taylor Greene.	I	Camille	
22248	Bath and Body Works products are not recommended during pregnancy because they are suspected of “damaging fertility or the unborn child.”	April 18, 2022	Les produits de Bath and Body Works ne sont pas recommandés pendant la grossesse, car ils sont suspectés d'être "dommageable pour la fertilité et pour l'enfant".	P	Camille	
22249	“Most Americans favor keeping Title 42 in place.”	April 7, 2022	"La plupart des Américains favorisent la tenu en place du Titre 42."	I	Camille	
22250	“The White House presented commemorative coins” dedicated to Ukraine President Volodymyr Zelenskyy.	April 17, 2022	"La Maison-Blanche a présenté des pièces commémoratives" dédiées au président de l'Ukraine Volodymyr Zelesky.	I	Camille	
22251	"We have (people detained by ICE) that have to be seen within 24 hours, while veterans are seen within months.	March 30, 2022	"Nous avons (des personnes détenues par l'ICE) qui doivent être vues d'ici 24 heures, pendant que des vétérans sont vus dans les mois."	I	Camille	
22252	A video shows the Russian warship Moskva exploding.	April 14, 2022	Une vidéo montre un bateau de guerre russe explosé en Moskva.	I	Camille	
22253	Mehmet Oz “was a spokesman for a group who wanted to defund the police.”	April 21, 2022	Mehmet Oz "était un interlocuteur pour un groupe qui voulait définancé la police".	P	Camille	
22254	“Finnish Court rules sex with children is permitted.”	April 18, 2022	"Une Cour finlandaise autorise les relations sexuelles avec des enfants."	P	Camille	
22255	Hepatitis outbreak in kids may be related to Johnson & Johnson COVID-19 vaccine.	April 22, 2022	Une épidémie d'hépatite chez les enfants peut être reliée aux vaccins contre la COVID-19 de Johnson & Johnson.	P	Camille	
22256	Fires at food processing plants are an “attempt to starve us.”	April 22, 2022	Les incendies dans les usines de transformation d'aliments sont "une tentative pour nous affamer".	I	Camille	
22257	A consent decree approved by Gov. Brian Kemp “invalidated all voter ID law” and “allowed fraudulent ballots to be accepted” in the 2020 race.	April 24, 2022	Un décret de consentement approuvé par le gouverneur Brian Kempt "invalide tous les électeurs sur la Loi sur l'identification des électeurs" et "permet aux bulletins de vote frauduleux d'être accepté" lors de la course de 2020.	P	Camille	
22259	“The same system that kept you in the dark about Ghislaine Maxwell…doesn’t mind live-streaming Johnny Depp’s trial.”	April 25, 2022	"Le même système qui vous a garder dans le noir pendant le procès de Ghislaine Maxwell... ça ne lui dérange pas de diffuser le procès de Johnny Depp en direct."	P	Camille	
22260	Says a Fox New chyron said the Snickers candy bar is changing its texture because of “cancel culture.”	April 24, 2022	Il dit qu'un "chyron" de Fox News a dit que les barres chocolatée de Snickers changent de texture à cause de la "culture de l'annulation".	I	Camille	
22261	Videos show that Ukraine President Volodymyr Zelenskyy uses cocaine.	April 23, 2022	Une vidéo montre le président ukrainien Volodymyr Zelenskyy prendre de la cocaine.	I	Camille	
22262	Matt Dolan sponsored Michael Bloomberg's “red-flag gun confiscation law, letting the people reporting your social media posts send SWAT teams to your house to take your guns."	April 21, 2022	La loi sur la confiscation des armes à feu de Michael Bloomberg sponsorisée par Matt Dolan permet aux personnes de signaler vos publications sur les médias sociaux et d'envoyer des équipes du SWAT dans votre maison pour prendre vos armes.	P	Camille	
22263	In 2021, “11,201 pounds of fentanyl were seized by Customs and Border Protection, which is enough to kill every American nearly seven times over.”	April 1, 2022	En 2021, "11,201 livres de fentanyl ont été saisi par le Service des douanes et de la protection des frontières des États-Unis, ce qui est assez pour tuer chaque américain presque sept fois."	P	Camille	
22264	“Congratulations to Ruben, knighted by the Queen. Now goes by the name, Sir Ruben.”	April 24, 2022	"Félicitations à Ruben, fait chevalier par la Reine. Maintenant sous le nom de Sir Ruben."	P	Camille	
22265	You can “reverse HIV naturally.”	April 25, 2022	Vous pouvez "renversé le VIH naturellement".	P	Camille	
22266	“Marines are investigating 3 ancient pyramids discovered in Antarctica.”	February 2, 2022	"Les marines examinent trois anciennes pyramides découvertes en Antarctique."	I	Camille	
22267	"Ron Johnson pushed through a special tax loophole that benefited his own family's business … Then he cashed out of the company for $5 million … (he has) doubled his wealth since taking office."	February 21, 2022	"Ron Johnson force un échappatoire fiscal spécial qui bénéficiera à sa propre entreprise familiale... Ensuite il a encaissé l'argent de la compagnie pour 5 millions de $... (il a) doublé sa richesse depuis son entrée en fonction."	P	Camille	
22268	“DeSantis erases Disney’s tax exempt law. Will cost Disney $200 Mil in taxes. Per year!”	April 21, 2022	DeSantis supprime la loi d'exonération de Disney. Cela coutera à Disney 200 millions de $ en impôt. Par année!"	P	Camille	
22269	Elon Musk suspended Bill Gates from Twitter.	April 25, 2022	Elon Musk a suspendu Bill Gates de Twitter.	P	Camille	
22270	Photo of unbroken windows proves war in Ukraine is fake.	April 23, 2022	Une photo de fenêtres intactes prouve que la guerre en Ukraine est fausse.	P	Camille	
22271	Blinken, Austin trip to Kyiv may have been staged	April 25, 2022	Le voyage de Blinken, d'Austin à Kyiv est une mise en scène.	P	Camille	
22272	A video shows “satanic death cult high priestess” Oprah Winfrey condoning and promoting “pedophilia and sex trafficking.”	April 26, 2022	Une vidéo montre "la grandee prêtresse de la culte satanique de la mort" Oprah Winfrey pardonner et promouvoir "la pédophilie et le trafic sexuel." 	P	Camille	
22273	Wearing foot patches can help adults grow inches in weeks.	April 19, 2022	Porter des "patchs" pour les pieds aide les adultes à gagner quelques pouces en quelques semaines.	P	Camille	
22274	“The Red Cross sells your donated blood to hospitals for $150 and then that hospital charges you thousands for a blood transfusion.”	April 18, 2022	"La Croix Rouge vend votre sang donné à des hôpitaux pour 150$ et après l'hôpitale vous charge des milliers de dollars pour une transfusion de sang."	I	Camille	
22275	"With 40 billion dollars, Elon Musk could have given each of the 330M people living in America a million dollars and still had $7B left over.”	April 26, 2022	"Avec 40 milliards de dollars, Elon Musk aurait pu donner à chacun des 330 millions de personnes habitant en Amérique un million de dollars et il aurait encore 7 milliards de dollars à dépenser.	P	Camille	
22276	Says J.D. Vance said, “People who voted for Trump voted for him for racist reasons.”	April 26, 2022	Il dit que J.D. Vance a dit : "les personnes qui votent pour Trump votent pour lui pour des raisons racistes".	I	Camille	
22277	“War Begins — F-35, F-16 and MiG-29 NATO intercept and destroy Russia Jets in Polish air space.”	April 27, 2022	"La guerre débute - F-35, F-16 et MiG-29 NATO interceptent et détruisent des jets russes dans l'espace aérien de la Pologne.	I	Camille	
22278	“Disneyland estates have been used for MK-ULTRA mind control, human trafficking, occult rituals, and parading sexual deviants.”	April 26, 2022	"Les propriétés de Disneyland ont été utilisées pour le contrôle de la pensée par MK-ULTRA, le trafic d'êtres humains, des rituels occultes, et pour les parades de déviants sexuels.	P	Camille	
22279	“Alkaline foods” can heal the body of cancer.	April 26, 2022	La "nourriture alkaline" peut guérir le corps du cancer.	P	Camille	
22280	“Biden to teachers: ‘They're not somebody else's children. They're yours when you're in the classroom.’”	April 27, 2022	"Biden à des professeurs: "Ils ne sont pas les enfants d'autres personnes. Ils sont les vôtres lorsqu'ils sont dans vos classes".	I	Camille	
22281	Cannabis reform "is supported by the majority of the residents of our state, including a majority of Republicans."	April 11, 2022	La réforme du cannabis "est supportée par une majorité de résidents de notre État, incluant une majorité de républicains."	I	Camille	
22282	Elon Musk tweeted, “The fact that an 18 year old can't take out a $10,000 business loan” but “can take out a $100,000 student loan tells you everything you need to know.”	April 25, 2022	Elon Musk a tweeté : "le fait qu'une personne de 18 ans ne peut pas prendre un prêt commercial de 10,000$", mais "qu'il peut pendre un prêt étudiant de 100,000$ vous en dit beaucoup sur ce que vous devez savoir".	P	Camille	
22283	Since taking office, Hochul has passed more than 400 new bills	April 19, 2022	Depuis qu'il a pris le bureau, Huchul a adopté plus de 400 nouvelles lois.	I	Camille	
22284	“Hillary Clinton is in jail at Gitmo at the moment.”	April 28, 2022	"Hillary Clinton est présentement en prison à Gitmo."	P	Camille	
22285	“Italian football agent Mino Raiola has died after suffering from an illness.”	April 28, 2022	"L'agent italien de Football Mino Raiola est mort après avoir souffert d'une maladie."	P	Camille	
22286	“Elon Musk just fired the entire Twitter board of directors.”	April 28, 2022	Elon Musk vient just de licensié l'entièreté du conseil d'administration de Twitter."	I	Camille	
22287	“Tylenol is the #1 cause of acute liver failure in the US with 27% of people dying & kills at least 100,000 per year from its use.”	April 21, 2022	"Tylenol est la première cause de l'insuffisance hépatique aiguë aux États-Unis avec 27% de personnes qui en meurent & il tue minimum 100,000 personnes par année par son utilisation.	P	Camille	
22288	The “Franklin scandal” broke in 1989 “when hundreds of children were apparently flown around the US to be abused by high ranking ‘Establishment’ members."	November 8, 2021	Le "scandale de Franklin" a éclaté en 1989 "lorsque des milliers d'enfants étaient apparemment volés autour des États-Unis pour être abusés par des membres de haut rang de "l'Establishment".	P	Camille	
22289	We’ve reduced crime to its lowest level in 27 years.	April 11, 2022	Nous avons réduit le crime à son plus bas niveau depuis 27 ans.	I	Camille	
22290	Sen. Mark Kelly voted “for benefits to illegals.”	April 25, 2022	Le sénateur Mark Kelly a voté "pour bénéficier aux illégaux".	I	Camille	
22291	Jackie Chan is dead.	May 2, 2022	Jackie Chan est morte	P	Camille	
22292	“The President of Ukraine owns a $35 million home in Florida and has $1.2 billion in a overseas bank account.”	April 17, 2022	"Le président de l'Ukraine détient une maison de 35 millions de $ en Floride et a 1.2 milliards de $ dans des comptes de banques à l'étranger.	I	Camille	
22293	Images show the Ukrainian flag being replaced by the Soviet Union flag in Mariupol in 2022.	April 18, 2022	Une image montre un drapeau ukrainien remplacé par un drapeau de l'union soviétique à Mariupol en 2022.	I	Camille	
22294	Conservatives gained Twitter followers after the company announced its deal with Elon Musk because "Twitter lifted a broad anti-conservative, anti-Trump shadow ban.”	April 27, 2022	Les conservateurs ont gagnés des abonnés sur Twitter après que la compagnie ait annoncé son accord avec Elon Musk, car "Twitter a arrêté la large interdiction secrète des anti-conservatreurs et des anti-trumps."	I	Camille	
22295	“Canada’s new law allows government to take children away if parents don’t accept kids’ ‘gender identity.’”	April 24, 2022	"La nouvelle loi du Canada permet au gouvernement de pendre les enfants si les parents n'acceptent pas leur "identité de genre".	P	Camille	
22296	“Paying taxes is optional!!”	April 23, 2022	"Payer des taxes est optionel!!"	I	Camille	
22297	Former Gov. Pat McCrory appointed liberals to the North Carolina Textbook Commission, which “mandated textbooks” pushing critical race theory.	April 2, 2022	L'ancien gouverneur Pat McCrory a nommé des libéraux à la Commission des manuels scolaires de la Caroline du Nord, ceux-ci ont mandaté des manuels favorisant la théorie critique de la race.	P	Camille	
